uid,namedLocation,domainID,siteID,startCollectDate,endCollectDate,archiveID,archiveIDCode,archiveVialIDList,archiveSampleCode,archivedCount,archiveMedium,archiveFacilityID,deprecatedVialID
"a9c3101a-0fcb-4257-b67e-2d57822659a5","ABBY_032.mosquitoPoint.mos","D16","ABBY","2023-08-16T00:10Z","2023-08-16T14:06Z","ABBY.2023.32.CULTAR.F.A",,"ABBY.2023.32.CULTAR.F.A.01","AM00000006198",2,"Frozen -80C",,
