uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,sortDate,sampleID,sampleCode,subsampleID,subsampleCode,proportionIdentified,sampleCondition,remarks,sortedBy,laboratoryName
"d3f1bf32-9159-43f6-8abf-ee2ef28c1a3b","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-05-09T23:37Z","2023-05-10T11:36Z","2023-05-25","UNDE_068.20230510.0636","B00000154299","UNDE_068.20230510.0636.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"96a5ba49-3fce-49c0-8f3b-4d550fdb6cb4","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","2023-05-09T23:45Z","2023-05-10T11:48Z","2023-05-25","UNDE_074.20230510.0648","B00000154585","UNDE_074.20230510.0648.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"04796fb8-281a-4b19-8bd5-384935139dc9","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-05-09T23:50Z","2023-05-10T11:54Z","2023-05-25","UNDE_076.20230510.0654","B00000154590","UNDE_076.20230510.0654.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"f5cbb804-ef1c-4e96-b163-461d07fc7f2b","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-16T22:41Z","2023-05-17T10:53Z","2023-05-25","UNDE_071.20230517.0553","B00000154592","UNDE_071.20230517.0553.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"3f946fe4-a626-48ce-9a25-41f7da9454af","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-16T22:59Z","2023-05-17T11:00Z","2023-05-25","UNDE_066.20230517.0600","B00000154586","UNDE_066.20230517.0600.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"8ea25215-65a8-441c-a170-2e06d852229a","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-05-16T23:08Z","2023-05-17T11:06Z","2023-05-25","UNDE_075.20230517.0606","B00000154584","UNDE_075.20230517.0606.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"f67c339e-b1d1-4888-9c9f-a963525ff84a","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","2023-05-16T23:25Z","2023-05-17T11:13Z","2023-05-25","UNDE_073.20230517.0613","B00000154588","UNDE_073.20230517.0613.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c4d34557-c0fa-40bf-a1e9-bef8ccb74dc4","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","2023-05-16T23:36Z","2023-05-17T11:20Z","2023-05-25","UNDE_070.20230517.0620","B00000154589","UNDE_070.20230517.0620.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"212cc714-3d79-4a0f-8a44-bad52e844643","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-05-16T23:49Z","2023-05-17T11:31Z","2023-05-25","UNDE_067.20230517.0631","B00000154708","UNDE_067.20230517.0631.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"63c88fc8-116b-489c-b1e1-9d77e80d1c29","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-05-17T00:03Z","2023-05-17T11:42Z","2023-05-25","UNDE_068.20230517.0642","B00000154591","UNDE_068.20230517.0642.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"25d1bbbb-e8b0-48b9-8089-f715ca025e85","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-05-17T11:06Z","2023-05-17T22:18Z","2023-05-25","UNDE_075.20230517.1718","B00000154706","UNDE_075.20230517.1718.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"fa871fdf-b3d7-49a2-b3ac-f9913f8e2ab1","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-05-17T11:31Z","2023-05-17T22:45Z","2023-05-25","UNDE_067.20230517.1745","B00000154520","UNDE_067.20230517.1745.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
