uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,identifiedDate,subsampleID,subsampleCode,targetTaxaPresent,individualCount,taxonID,kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,nativeStatusCode,identificationQualifier,sex,identificationReferences,sampleCondition,identificationRemarks,remarks,identifiedBy,laboratoryName,identificationHistoryID
"bd02677c-5358-4f4a-b55b-2e4230fecdf1","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",13,"AEDPUN","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Ochlerotatus","punctor",,"Aedes punctor","(Kirby, 1837)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"7d211287-80e0-44af-aad7-73070568a93b","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",5,"AEDSTI1","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Ochlerotatus","stimulans",,"Aedes stimulans","(Walker, 1848)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"2d1bf94f-00e0-41c2-91e1-6aa7b737853b","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",19,"AEDCIN","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Aedes","cinereus",,"Aedes cinereus","Meigen, 1818","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"6e221aee-7238-4c1d-bde8-44a72f36bfc3","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",28,"AEDDIA","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Ochlerotatus","diantaeus",,"Aedes diantaeus","Howard, Dyar and Knab, 1913","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"9608ae31-014e-439e-b0b7-e8dbc97313a0","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",12,"ANOPUN","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Anophelinae",,"Anopheles","Anopheles","punctipennis",,"Anopheles punctipennis","(Say, 1823)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"35b16a29-2ae6-49b5-9bfa-a291ed48c54d","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",1,"CULMEL","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Culisetini","Culiseta","Climacura","melanura",,"Culiseta melanura","(Coquillett, 1902)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"ce17e625-6115-4ace-a47c-d1aee3d0f7c5","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",15,"AEDCOM","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Ochlerotatus","communis",,"Aedes communis","(de Geer, 1776)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"82cc2a6e-7ed4-4162-b465-4c85b8a4e854","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",48,"AEDEXC","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Ochlerotatus","excrucians",,"Aedes excrucians","(Walker, 1856)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"3fdcd5bb-3ef7-40af-8157-6fc82e23c525","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",54,"COQPER","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Mansoniini","Coquillettidia","Coquillettidia","perturbans",,"Coquillettidia perturbans","(Walker, 1856)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"71f10a6d-46cb-4e89-8774-b414c828ab79","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",6,"COQPER","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Mansoniini","Coquillettidia","Coquillettidia","perturbans",,"Coquillettidia perturbans","(Walker, 1856)","species","N",,"M","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"ee1d1c64-346c-4a1a-a5d9-a0775752a4ef","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-31","UNDE_072.20230810.0723.S.01",,"Y",5,"AEDCAN3","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes",,"canadensis","canadensis","Aedes canadensis canadensis","(Theobald, 1901)","subspecies","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
"06962773-4b44-47a3-b622-f78a4ada720e","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-08-09T23:26Z","2023-08-10T12:44Z","2023-09-03","UNDE_071.20230810.0744.S.01",,"Y",1,"AEDSTI1","Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culicinae","Aedini","Aedes","Ochlerotatus","stimulans",,"Aedes stimulans","(Walker, 1848)","species","N",,"F","Darsie Jr., R. F., and R. A. Ward. 2005. Identification and geographical distribution of the mosquitoes of North America, North of Mexico. University Press of Florida, Gainesville.","No known compromise",,,"D.S.Goldhammer","Kansas Biological Survey",
