uid,namedLocation,domainID,siteID,startCollectDate,endCollectDate,archiveID,archiveIDCode,archiveVialIDList,archiveSampleCode,archivedCount,archiveMedium,archiveFacilityID,deprecatedVialID
"bedb9147-c046-44cc-b721-e8da8a5f3963","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDEXC.F.A",,"UNDE.2023.34.AEDEXC.F.A.02","W00000003421",560,"Frozen -80C",,
"e571946a-9e57-4a8e-8aae-f7f822de2867","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.ANOPUN.F.A",,"UNDE.2023.34.ANOPUN.F.A.01","W00000003213",37,"Frozen -80C",,
"ee57ce44-221f-4fab-a369-e83f2376d7aa","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDCIN.F.A",,"UNDE.2023.34.AEDCIN.F.A.01","W00000003419",503,"Frozen -80C",,
"b27db17d-c276-4eec-8097-d8901e4d6c4d","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDEXC.F.A",,"UNDE.2023.34.AEDEXC.F.A.01","W00000003420",560,"Frozen -80C",,
"17ebf6c4-2607-46c7-961f-47288f55277a","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDDIA.F.A",,"UNDE.2023.34.AEDDIA.F.A.01","W00000003295",138,"Frozen -80C",,
"c0cc2c75-4223-4038-85c7-ab35c40f1643","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDSTI1.F.A",,"UNDE.2023.34.AEDSTI1.F.A.01","W00000003208",13,"Frozen -80C",,
"14dcbd38-7735-4210-84e8-3d89ee997bd1","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDPUN.F.A",,"UNDE.2023.34.AEDPUN.F.A.01","W00000003214",48,"Frozen -80C",,
"33f49c3c-34b5-45ac-afc6-2fbfeba650a4","UNDE","D05","UNDE","2023-08-23T22:39Z","2023-08-25T00:25Z","UNDE.2023.34.AEDSPP.F.A",,"UNDE.2023.34.AEDSPP.F.A.01","W00000003417",323,"Frozen -80C",,
"a532b7ac-60d1-4314-b8e2-f688bf999eef","UNDE","D05","UNDE","2023-08-23T22:56Z","2023-08-24T12:58Z","UNDE.2023.34.CULMOR.F.A",,"UNDE.2023.34.CULMOR.F.A.01","W00000003207",8,"Frozen -80C",,
"4daa2cc6-a101-4a9e-bb80-747b2781c7f6","UNDE","D05","UNDE","2023-08-23T22:56Z","2023-08-24T23:43Z","UNDE.2023.34.ANOWAL.F.A",,"UNDE.2023.34.ANOWAL.F.A.01","W00000003204",6,"Frozen -80C",,
"05ca02cd-8380-4610-b540-63728eda374f","UNDE","D05","UNDE","2023-08-23T22:56Z","2023-08-25T00:13Z","UNDE.2023.34.AEDVEX.F.A",,"UNDE.2023.34.AEDVEX.F.A.01","W00000003206",8,"Frozen -80C",,
"7adeb817-bc41-4737-ac8c-05e0ef18b142","UNDE","D05","UNDE","2023-08-23T22:56Z","2023-08-25T00:25Z","UNDE.2023.34.AEDCAN3.F.A",,"UNDE.2023.34.AEDCAN3.F.A.01","W00000003212",31,"Frozen -80C",,
"1e3a52be-b995-43f0-bb50-ceef18d9fbde","UNDE","D05","UNDE","2023-08-23T22:56Z","2023-08-25T00:25Z","UNDE.2023.34.AEDFIT.F.A",,"UNDE.2023.34.AEDFIT.F.A.01","W00000003211",26,"Frozen -80C",,
"43015937-877f-4f91-81af-5bbe7c324a8e","UNDE","D05","UNDE","2023-08-23T23:30Z","2023-08-25T00:25Z","UNDE.2023.34.AEDTRI1.F.A",,"UNDE.2023.34.AEDTRI1.F.A.01","W00000003203",2,"Frozen -80C",,
"aa5a725f-bdf2-45e5-b3b9-296e438d664b","UNDE","D05","UNDE","2023-08-24T12:13Z","2023-08-25T00:13Z","UNDE.2023.34.AEDCOM.F.A",,"UNDE.2023.34.AEDCOM.F.A.01","W00000003209",17,"Frozen -80C",,
