uid,namedLocation,domainID,siteID,startCollectDate,endCollectDate,archiveID,archiveIDCode,archiveVialIDList,archiveSampleCode,archivedCount,archiveMedium,archiveFacilityID,deprecatedVialID
"2ab14fc8-473b-40f8-932d-c75bc1bca928","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T12:14Z","UNDE.2023.28.CULRES.F.A",,"UNDE.2023.28.CULRES.F.A.01","W00000003174",2,"Frozen -80C",,
"0c8a235e-f106-40d5-a4c5-27c6e341e919","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T12:34Z","UNDE.2023.28.AEDSTI.F.A",,"UNDE.2023.28.AEDSTI.F.A.01","W00000003172",2,"Frozen -80C",,
"a9288fc9-2ff7-4326-b6b0-053e09bc6286","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T13:08Z","UNDE.2023.28.CULMEL.F.A",,"UNDE.2023.28.CULMEL.F.A.01","W00000003176",10,"Frozen -80C",,
"0c2a9c16-7924-4286-be91-8b8663631cb1","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T13:08Z","UNDE.2023.28.CULMOR.F.A",,"UNDE.2023.28.CULMOR.F.A.01","W00000003175",5,"Frozen -80C",,
"e4031dd8-ea81-400e-862d-ed0d39738d8b","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T23:16Z","UNDE.2023.28.AEDCIN.F.A",,"UNDE.2023.28.AEDCIN.F.A.01","W00000003181",70,"Frozen -80C",,
"a68066a0-bb38-46a2-af30-561ac0ba1e7f","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T23:22Z","UNDE.2023.28.AEDCAN3.F.A",,"UNDE.2023.28.AEDCAN3.F.A.01","W00000003180",55,"Frozen -80C",,
"1b2bc26e-1c36-48df-a2aa-4fccd8534b6a","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T23:22Z","UNDE.2023.28.AEDDIA.F.A",,"UNDE.2023.28.AEDDIA.F.A.02","W00000003397",372,"Frozen -80C",,
"6a5a24f7-ae16-4b46-b93c-96a941701ffe","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T23:22Z","UNDE.2023.28.COQPER.F.A",,"UNDE.2023.28.COQPER.F.A.03","W00000003400",577,"Frozen -80C",,
"fc9f04c8-bee5-417c-b99d-bbdcdf30f7f4","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T23:22Z","UNDE.2023.28.COQPER.F.A",,"UNDE.2023.28.COQPER.F.A.02","W00000003399",577,"Frozen -80C",,
"1ad81451-60cf-43d6-9186-9f103a40fc7c","UNDE","D05","UNDE","2023-07-12T22:15Z","2023-07-13T23:22Z","UNDE.2023.28.AEDCOM.F.A",,"UNDE.2023.28.AEDCOM.F.A.02","W00000003395",346,"Frozen -80C",,
