uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,subsampleID,subsampleCode,taxonID,scientificName,sex,testingID,testingIDCode,archiveID,archiveIDCode,individualIDList
"f18315ed-8bfc-4d41-93ed-0f62e6c33e37","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDPRO","Aedes provocans","F",,,"UNDE.2023.22.AEDPRO.F.A",,
"0f89f74e-fb21-4901-b733-5b29c47b38c7","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDCOM","Aedes communis","F",,,"UNDE.2023.22.AEDCOM.F.A",,
"22fe652a-41fb-40fc-a347-7be878a319e5","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDPUN","Aedes punctor","F",,,"UNDE.2023.22.AEDPUN.F.A",,
"78d6e0e0-d7a4-4072-9006-0291613f9d74","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"CULSPP3","Culex sp.","F",,,"UNDE.2023.22.CULSPP3.F.A",,
"bfe4c46b-993c-4249-919a-cafe3db40015","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDCIN","Aedes cinereus","F",,,"UNDE.2023.22.AEDCIN.F.A",,
"71ee5a2c-f2f0-4a72-a96c-731ce603b0c3","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDSPP","Aedes sp.","F",,,"UNDE.2023.22.AEDSPP.F.A",,
"106a9f45-baa9-46db-80fc-6d5377c3294a","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDEXC","Aedes excrucians","F",,,"UNDE.2023.22.AEDEXC.F.A",,
"e1d2b788-fc2d-4f33-bf8e-b417ec7446a9","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","UNDE_072.20230601.0546.S.01",,"AEDDIA","Aedes diantaeus","F",,,"UNDE.2023.22.AEDDIA.F.A",,
"01218c2e-f63a-42e3-9061-cb406080af33","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDCOM","Aedes communis","F",,,"UNDE.2023.22.AEDCOM.F.A",,
"4ea320f0-eed8-497c-af66-8210afa55689","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDDEC","Aedes decticus","F",,,"UNDE.2023.22.AEDDEC.F.A",,
"f5e62b37-c409-4e3d-b42f-f853f83713b9","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDSPP","Aedes sp.","M",,,"UNDE.2023.22.AEDSPP.M.A",,
"b58a7ecd-5122-44d9-b0dc-4111eaf3de43","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDINT","Aedes intrudens","F",,,"UNDE.2023.22.AEDINT.F.A",,
"b925fb31-ebad-45be-83e5-5300a82ea456","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDPUN","Aedes punctor","F",,,"UNDE.2023.22.AEDPUN.F.A",,
"ed2c299e-5152-4a01-8b2f-fd459d94cfe6","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDSPP","Aedes sp.","F",,,"UNDE.2023.22.AEDSPP.F.A",,
"8e8bb22c-f0b8-41b1-9784-df49de2caf18","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDDIA","Aedes diantaeus","F",,,"UNDE.2023.22.AEDDIA.F.A",,
"e7711741-425f-4144-b876-517a4fe67932","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","UNDE_071.20230601.0600.S.01",,"AEDPRO","Aedes provocans","F",,,"UNDE.2023.22.AEDPRO.F.A",,
"dc8cbd28-d211-4588-8e79-0fee7e82149d","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDPRO","Aedes provocans","F",,,"UNDE.2023.22.AEDPRO.F.A",,
"96f265f0-2e07-47c0-9955-c516ef4e0eb5","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDCOM","Aedes communis","F",,,"UNDE.2023.22.AEDCOM.F.A",,
"9b4c1dc5-6cb0-4c0e-8c07-92f5bf6ecb6f","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDSPP","Aedes sp.","F",,,"UNDE.2023.22.AEDSPP.F.A",,
"670a275b-cc90-4dab-9d86-348b647e6f02","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDCIN","Aedes cinereus","F",,,"UNDE.2023.22.AEDCIN.F.A",,"MOS.D05.001630"
"8b3a7d72-e27c-4a24-8c28-7431739eb09b","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDEXC","Aedes excrucians","F",,,"UNDE.2023.22.AEDEXC.F.A",,
"5f725e18-9616-4e39-a5c8-2feab592b833","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDINT","Aedes intrudens","F",,,"UNDE.2023.22.AEDINT.F.A",,
"c18e0b15-01ac-41f8-a1db-9e0803753a68","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDDIA","Aedes diantaeus","F",,,"UNDE.2023.22.AEDDIA.F.A",,
"777a619a-b3cd-43b9-9aef-3b530e43c648","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDPUN","Aedes punctor","F",,,"UNDE.2023.22.AEDPUN.F.A",,
"bdf72a6a-fced-46d5-93cc-6c1ff144fc8f","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","UNDE_066.20230601.0611.S.01",,"AEDDEC","Aedes decticus","F",,,"UNDE.2023.22.AEDDEC.F.A",,"MOS.D05.001652|MOS.D05.001651"
