uid,namedLocation,domainID,siteID,startCollectDate,endCollectDate,archiveID,archiveIDCode,archiveVialIDList,archiveSampleCode,archivedCount,archiveMedium,archiveFacilityID,deprecatedVialID
"a93db051-4474-4c52-8f3e-44e6ed6822f1","UNDE_070.mosquitoPoint.mos","D05","UNDE","2023-09-08T12:38Z","2023-09-08T23:17Z","UNDE.2023.36.AEDCAN3.F.A",,"UNDE.2023.36.AEDCAN3.F.A.01","W00000003215",1,"Frozen -80C",,
"7de8e6d1-0daa-4d40-af21-ffc89e9f437c","UNDE","D05","UNDE","2023-09-19T21:30Z","2023-09-20T21:35Z","UNDE.2023.37.ANOWAL.F.A",,"UNDE.2023.37.ANOWAL.F.A.01","W00000003234",10,"Frozen -80C",,
"cff5177a-1f60-46a5-98fa-1d974265c477","UNDE","D05","UNDE","2023-09-19T21:30Z","2023-09-20T22:01Z","UNDE.2023.37.AEDCAN3.F.A",,"UNDE.2023.37.AEDCAN3.F.A.01","W00000003231",5,"Frozen -80C",,
"955dcf12-29d0-4cb2-be1b-d3feb8765d8a","UNDE","D05","UNDE","2023-09-19T21:30Z","2023-09-20T22:41Z","UNDE.2023.37.AEDEXC.F.A",,"UNDE.2023.37.AEDEXC.F.A.01","W00000003296",77,"Frozen -80C",,
"82bde83b-9bda-465b-b679-1f1dc5e1656e","UNDE","D05","UNDE","2023-09-19T21:30Z","2023-09-20T22:52Z","UNDE.2023.37.AEDCIN.F.A",,"UNDE.2023.37.AEDCIN.F.A.01","W00000003240",152,"Frozen -80C",,
"7868a649-6158-4ed8-9c40-73db31b98ef5","UNDE","D05","UNDE","2023-09-19T21:30Z","2023-09-20T22:58Z","UNDE.2023.37.COQPER.F.A",,"UNDE.2023.37.COQPER.F.A.01","W00000003239",52,"Frozen -80C",,
"03ba4210-9007-4766-9d9f-0d06341e1a70","UNDE","D05","UNDE","2023-09-19T21:47Z","2023-09-20T22:14Z","UNDE.2023.37.AEDVEX.F.A",,"UNDE.2023.37.AEDVEX.F.A.01","W00000003237",36,"Frozen -80C",,
"7b74a28d-1dd0-4c4d-a87a-6a817c3ea308","UNDE","D05","UNDE","2023-09-19T21:57Z","2023-09-20T22:52Z","UNDE.2023.37.AEDSPP.F.A",,"UNDE.2023.37.AEDSPP.F.A.01","W00000003236",18,"Frozen -80C",,
"279f8b74-7019-4502-a370-d2742974e277","UNDE","D05","UNDE","2023-09-19T21:57Z","2023-09-20T22:58Z","UNDE.2023.37.AEDSTI1.F.A",,"UNDE.2023.37.AEDSTI1.F.A.01","W00000003235",14,"Frozen -80C",,
"3e1b0ae5-5021-4f3e-9c0b-fc7bf82b1a65","UNDE_072.mosquitoPoint.mos","D05","UNDE","2023-09-20T11:41Z","2023-09-20T21:19Z","UNDE.2023.37.COQPER.M.A",,"UNDE.2023.37.COQPER.M.A.01","W00000003229",1,"Frozen -80C",,
"64ec2323-7db2-4548-82b2-bcf44d50f322","UNDE","D05","UNDE","2023-09-20T11:41Z","2023-09-20T22:41Z","UNDE.2023.37.AEDFIT.F.A",,"UNDE.2023.37.AEDFIT.F.A.01","W00000003232",8,"Frozen -80C",,
"04405d81-534f-4ce8-8ee7-09183ceb3544","UNDE","D05","UNDE","2023-09-20T11:41Z","2023-09-20T22:58Z","UNDE.2023.37.CULMEL.F.A",,"UNDE.2023.37.CULMEL.F.A.01","W00000003238",42,"Frozen -80C",,
"4411d58d-0e9d-4a1c-9b16-1e1dbd44b476","UNDE_071.mosquitoPoint.mos","D05","UNDE","2023-09-20T11:57Z","2023-09-20T21:35Z","UNDE.2023.37.AEDDIA.F.A",,"UNDE.2023.37.AEDDIA.F.A.01","W00000003228",1,"Frozen -80C",,
"47a3a179-d752-4e82-8dc3-ee8f68daae4e","UNDE","D05","UNDE","2023-09-20T11:57Z","2023-09-20T22:14Z","UNDE.2023.37.CULMOR.F.A",,"UNDE.2023.37.CULMOR.F.A.01","W00000003233",9,"Frozen -80C",,
"bca470f5-21b5-4977-a1c2-92ecce76bcb2","UNDE","D05","UNDE","2023-09-20T12:06Z","2023-09-20T22:14Z","UNDE.2023.37.ANOPUN.F.A",,"UNDE.2023.37.ANOPUN.F.A.01","W00000003230",3,"Frozen -80C",,
