uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,subsampleID,subsampleCode,taxonID,scientificName,sex,testingID,testingIDCode,archiveID,archiveIDCode,individualIDList
"74d2b676-6883-4ba5-937f-045d33e3ba86","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"CULMOR","Culiseta morsitans","F",,,"UNDE.2023.36.CULMOR.F.A",,
"9f22defd-e1d3-4b0c-b1a8-15f93bb0f9ed","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"AEDEXC","Aedes excrucians","F",,,"UNDE.2023.36.AEDEXC.F.A",,
"3f4e4959-c8a5-43db-8590-bee567aa3539","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"AEDSPP","Aedes sp.","F",,,"UNDE.2023.36.AEDSPP.F.A",,
"e707d1a3-d72f-4bcf-bdbb-b0d95371d7cb","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"AEDPUN","Aedes punctor","F",,,"UNDE.2023.36.AEDPUN.F.A",,
"ca174917-dfc2-4f58-924f-25d91697ed45","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"AEDFIT","Aedes fitchii","F",,,"UNDE.2023.36.AEDFIT.F.A",,
"4262750e-1cdd-453a-9e81-4b84bf7beb1b","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"AEDCIN","Aedes cinereus","F",,,"UNDE.2023.36.AEDCIN.F.A",,
"3cca65dd-ee7e-4a37-aabb-f690ce3e3b6f","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-07T22:15Z","2023-09-08T11:40Z","UNDE_072.20230908.0640.S.01",,"CULMEL","Culiseta melanura","F",,,"UNDE.2023.36.CULMEL.F.A",,
"5fca8cfa-3a26-4e83-a4f4-80b07ee9874d","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-09-07T22:31Z","2023-09-08T11:59Z","UNDE_071.20230908.0659.S.01",,"AEDFIT","Aedes fitchii","F",,,"UNDE.2023.36.AEDFIT.F.A",,
"a63982f4-9292-4f3e-af86-90ff94331636","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-09-07T22:31Z","2023-09-08T11:59Z","UNDE_071.20230908.0659.S.01",,"AEDPUN","Aedes punctor","F",,,"UNDE.2023.36.AEDPUN.F.A",,
"c1a98bf4-0e0d-4d96-98a8-64d922151194","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-09-07T22:31Z","2023-09-08T11:59Z","UNDE_071.20230908.0659.S.01",,"CULMOR","Culiseta morsitans","F",,,"UNDE.2023.36.CULMOR.F.A",,
