uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,sortDate,sampleID,sampleCode,subsampleID,subsampleCode,proportionIdentified,sampleCondition,remarks,sortedBy,laboratoryName
"dcde685f-509a-4a2c-8443-0eb997e32f74","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-09-08T13:28Z","2023-09-08T23:57Z","2023-09-28","UNDE_076.20230908.1857","B00000178467","UNDE_076.20230908.1857.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"1153d0ef-9474-43e1-a671-f88eedf277a2","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-19T21:30Z","2023-09-20T11:41Z","2023-10-06","UNDE_072.20230920.0641","B00000178454","UNDE_072.20230920.0641.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"0403f71b-c7b4-4e28-9545-8d0f809f4963","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-09-19T21:47Z","2023-09-20T11:57Z","2023-10-06","UNDE_071.20230920.0657","B00000178525","UNDE_071.20230920.0657.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7452068f-5f8b-4d46-9b9d-b48be310c50a","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-09-19T21:57Z","2023-09-20T12:06Z","2023-10-06","UNDE_066.20230920.0706","B00000178524","UNDE_066.20230920.0706.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"0ebf3d93-0dc9-4e10-a193-938b61fb4d70","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-09-19T22:05Z","2023-09-20T12:15Z","2023-10-06","UNDE_075.20230920.0715","B00000178522","UNDE_075.20230920.0715.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"a21bdfbc-8c0b-48ad-96ba-214ca88506a7","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","2023-09-19T22:16Z","2023-09-20T12:28Z","2023-10-06","UNDE_073.20230920.0728","B00000178528","UNDE_073.20230920.0728.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"4eeddd57-d2e3-4504-bd0a-072fdb540837","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","2023-09-19T22:26Z","2023-09-20T12:45Z","2023-10-06","UNDE_070.20230920.0745","B00000178450","UNDE_070.20230920.0745.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"6ad53b89-c74b-4d4a-852b-97c3b441ca6f","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-09-19T22:44Z","2023-09-20T12:57Z","2023-10-06","UNDE_067.20230920.0757","B00000178523","UNDE_067.20230920.0757.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"d09546b0-b2dd-43ba-85bf-cc118812d8ac","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-09-19T23:01Z","2023-09-20T13:18Z","2023-10-06","UNDE_068.20230920.0818","B00000178422","UNDE_068.20230920.0818.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"e08715a6-10c5-42ba-8237-6ad39a3e3df5","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","2023-09-19T23:08Z","2023-09-20T13:26Z","2023-10-06","UNDE_074.20230920.0826","B00000178527","UNDE_074.20230920.0826.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"e23b83a6-53e9-4776-bd08-8ab18e6c23bd","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-09-19T23:19Z","2023-09-20T13:34Z","2023-10-06","UNDE_076.20230920.0834","B00000178526","UNDE_076.20230920.0834.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"0edbb249-e31a-40f1-9bb2-3df8e7feb34d","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-09-20T11:41Z","2023-09-20T21:19Z","2023-10-06","UNDE_072.20230920.1619","B00000178533","UNDE_072.20230920.1619.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"2be9d939-93a1-4f88-a40a-9c17c977be18","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-09-20T11:57Z","2023-09-20T21:35Z","2023-10-06","UNDE_071.20230920.1635","B00000178530","UNDE_071.20230920.1635.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"1a03fbdb-dac2-43d5-ada2-8b109a4ec16e","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-09-20T12:06Z","2023-09-20T21:43Z","2023-10-06","UNDE_066.20230920.1643","B00000178462","UNDE_066.20230920.1643.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"27d5493d-105f-4641-9d9b-42f9122388fc","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-09-20T12:15Z","2023-09-20T21:51Z","2023-10-06","UNDE_075.20230920.1651","B00000178531","UNDE_075.20230920.1651.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"925554f2-6188-4f83-aa14-e12c3614fdcf","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","2023-09-20T12:28Z","2023-09-20T22:01Z","2023-10-06","UNDE_073.20230920.1701","B00000178461","UNDE_073.20230920.1701.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"1de0b7e1-7585-4178-880c-44cbb0c24362","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","2023-09-20T12:45Z","2023-09-20T22:14Z","2023-10-06","UNDE_070.20230920.1714","B00000178529","UNDE_070.20230920.1714.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"8df99236-94b2-46f5-97a0-9f94907fe39e","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-09-20T12:57Z","2023-09-20T22:27Z","2023-10-06","UNDE_067.20230920.1727","B00000178426","UNDE_067.20230920.1727.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"fd3c0508-ce81-4fd0-bc10-887420a6e7fa","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-09-20T13:18Z","2023-09-20T22:41Z","2023-10-06","UNDE_068.20230920.1741","B00000178532","UNDE_068.20230920.1741.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"b9e8ec96-4b97-4cd0-9fec-b63b64e12f3e","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","2023-09-20T13:26Z","2023-09-20T22:52Z","2023-10-06","UNDE_074.20230920.1752","B00000178464","UNDE_074.20230920.1752.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"f0d1a794-dbb5-431a-be16-dd4cd98f38cd","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-09-20T13:34Z","2023-09-20T22:58Z","2023-10-06","UNDE_076.20230920.1758","B00000178534","UNDE_076.20230920.1758.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
