uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,subsampleID,subsampleCode,taxonID,scientificName,sex,testingID,testingIDCode,archiveID,archiveIDCode,individualIDList
"b8a0aa4b-e1f5-4989-b64c-760edb3ba6ec","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"AEDEXC","Aedes excrucians","F",,,"UNDE.2023.39.AEDEXC.F.A",,
"9816ceea-e361-4670-be0f-826900e75cd1","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"AEDCIN","Aedes cinereus","F",,,"UNDE.2023.39.AEDCIN.F.A",,
"a7b697a6-bf8c-4519-97b4-0e6008983d99","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"CULMOR","Culiseta morsitans","F",,,"UNDE.2023.39.CULMOR.F.A",,
"abd546fa-1142-4ffe-8574-00cf086bcb02","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"URASAP","Uranotaenia sapphirina","F",,,"UNDE.2023.39.URASAP.F.A",,
"13787b3b-81cd-40ef-9df9-481eb5000491","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"AEDSPP","Aedes sp.","F",,,"UNDE.2023.39.AEDSPP.F.A",,
"bd8d47cf-ebe7-4dc6-a725-d7674d77f151","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"ANOPUN","Anopheles punctipennis","F",,,"UNDE.2023.39.ANOPUN.F.A",,
"0125cee7-5713-432b-a47c-bbddb0f895e2","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"CULMEL","Culiseta melanura","F",,,"UNDE.2023.39.CULMEL.F.A",,
"d64dea93-62d8-4c9d-91e2-06d46164b0e2","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"CULSPP","Culicidae sp.","M",,,"UNDE.2023.39.CULSPP.M.A",,
"da05c1b7-9de7-4afb-93d1-c0d81d40027d","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"ANOWAL","Anopheles walkeri","F",,,"UNDE.2023.39.ANOWAL.F.A",,
"44d1840e-7ae1-4067-aac9-50388626f778","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-10-03T21:36Z","2023-10-04T12:29Z","UNDE_072.20231004.0729.S.01",,"AEDVEX","Aedes vexans","F",,,"UNDE.2023.39.AEDVEX.F.A",,
"242bbdca-a040-47bb-a9eb-947abbfb11a3","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-10-03T21:48Z","2023-10-04T12:45Z","UNDE_071.20231004.0745.S.01",,"CULSPP","Culicidae sp.","M",,,"UNDE.2023.39.CULSPP.M.A",,
"47df27c5-75d5-448e-aa12-707edc1885b4","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-10-03T21:48Z","2023-10-04T12:45Z","UNDE_071.20231004.0745.S.01",,"ANOWAL","Anopheles walkeri","F",,,"UNDE.2023.39.ANOWAL.F.A",,
"390c7c1a-eb08-4d40-9127-c0d16435ac98","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-10-03T21:48Z","2023-10-04T12:45Z","UNDE_071.20231004.0745.S.01",,"AEDSPP","Aedes sp.","F",,,"UNDE.2023.39.AEDSPP.F.A",,
"85d1e276-d193-4e57-bb93-ce377783af4c","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-10-03T21:48Z","2023-10-04T12:45Z","UNDE_071.20231004.0745.S.01",,"AEDVEX","Aedes vexans","F",,,"UNDE.2023.39.AEDVEX.F.A",,
"688d1915-12cd-4f4e-a971-1ac0368bafc2","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-10-03T21:51Z","2023-10-04T12:52Z","UNDE_066.20231004.0752.S.01",,"CULMEL","Culiseta melanura","F",,,"UNDE.2023.39.CULMEL.F.A",,
