uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,processingDate,individualID,geneticSampleID,wellCoordinates,laboratoryName,identificationHistoryID
"adfecd27-487f-49dc-a9bd-224f50395581","ABBY_038.mosquitoPoint.mos","D16","ABBY","ABBY_038","2023-06-22T00:03Z","2023-06-22T12:56Z","2024-02-23","MOS.D16.000155","MOS.D16.000155","D10","Vector Disease Control International",
"5579dd63-0f36-40a8-a44d-95bfd09c2e00","ABBY_034.mosquitoPoint.mos","D16","ABBY","ABBY_034","2023-06-22T00:27Z","2023-06-22T13:11Z","2024-02-20","MOS.D16.000153","MOS.D16.000153","B10","Vector Disease Control International",
